observation,state,year,dmargin,demwin,dwinnext,bin
1820,14,1994,-36.30040586,0,0,7
1821,14,1996,-14.66430426,0,0,18
1822,14,1998,-23.15352261,0,0,14
1823,14,2000,-6.46,0,0,22
1824,14,2004,-22.1,0,0,14
1825,14,2006,-15.18,0,0,18
1826,14,1946,-34.97307301,0,0,8
1827,14,1950,-34.58987474,0,0,8
1828,14,1952,-33.0853194,0,0,9
1829,14,1956,-27.45728195,0,0,12
1830,14,1958,-22.73952067,0,0,14
1831,14,1960,-24.64433014,0,0,13
1832,14,1964,-12.75970638,0,0,19
1833,14,1968,-34.69234407,0,0,8
1834,14,1970,-33.53532851,0,0,9
1835,14,1974,-26.77159309,0,0,12
1836,14,1976,-35.83641052,0,0,8
1837,14,1978,-30.93194067,0,0,10
1838,14,1980,-34.84063447,0,0,8
1839,14,1984,-16.85504019,0,0,17
1840,14,1986,-33.72067213,0,0,9
1841,14,1988,-27.85613537,0,1,12
1842,14,1990,9.171560407,1,0,30
1843,14,1994,-41.27272666,0,0,5
1844,14,1996,-20.58238089,0,0,15
1845,14,2000,-33.48,0,0,9
1846,14,2004,-38.16,0,0,6
1847,14,2006,-32.88,0,0,9
1848,14,1946,-42.3497349,0,0,4
1849,14,1950,-33.60241354,0,0,9
1850,14,1954,-29.95955646,0,0,11
1851,14,1956,-29.88836765,0,0,11
1852,14,1958,-22.01381624,0,0,14
1853,14,1960,-22.66763449,0,0,14
1854,14,1962,-24.97788668,0,0,13
1855,14,1964,-12.87499368,0,0,19
1856,14,1968,-30.53781092,0,0,10
1857,14,1970,-24.50605333,0,0,13
1858,14,1974,-2.954733372,0,0,24
1859,14,1976,-16.42528474,0,0,17
1860,14,1978,-41.24293625,0,0,5
1861,14,1980,-31.65751696,0,1,10
1862,14,1984,13.34440708,1,1,32
1863,14,1986,11.29390299,1,1,31
1864,14,1988,29.73636389,1,1,40
1865,14,1990,33.03006887,1,1,42
1866,14,1994,9.063240886,1,1,30
1867,14,1996,4.6579808,1,1,28
1868,14,1998,3.118434548,1,1,27
1869,14,2000,9.8,1,1,30
1870,14,2004,21.36,1,1,36
1871,14,2006,14.34,1,1,33
1872,14,1946,-30.20658493,0,0,10
1873,14,1950,-23.17925692,0,0,14
1874,14,1952,-10.42206585,0,0,20
1875,14,1954,-14.90356624,0,0,18
1876,14,1956,-17.59302914,0,0,17
1877,14,1958,-18.95926893,0,0,16
1878,14,1960,-18.52354109,0,0,16
1879,14,1964,-7.971152663,0,0,22
1880,14,1968,-21.7728585,0,0,15
1881,14,1970,-32.1200341,0,0,9
1882,14,1974,-9.515225887,0,0,21
1883,14,1976,-15.45770168,0,0,18
1884,14,1978,-31.75938427,0,0,10
1885,14,1980,-24.29813147,0,0,13
1886,14,1984,-22.10053205,0,0,14
1887,14,1986,-25.21060407,0,0,13
1888,14,1988,-9.41349268,0,0,21
1889,14,1994,-20.94464302,0,0,15
1890,14,1996,-18.50631237,0,0,16
1891,14,2000,-34.12,0,0,8
1892,14,2004,-40.48,0,0,5
1893,14,2006,-34.56,0,0,8
1894,14,1946,-24.94246662,0,0,13
1895,14,1950,-17.92631447,0,0,17
1896,14,1952,-21.66063786,0,0,15
1897,14,1954,-12.9928112,0,0,19
1898,14,1956,-11.62362397,0,0,20
1899,14,1958,-0.916114897,0,0,25
1900,14,1960,-1.176819205,0,0,25
1901,14,1962,-11.81645095,0,1,20
1902,14,1964,4.811325669,1,0,28
1903,14,1968,-26.95614994,0,0,12
1904,14,1970,-36.31789386,0,0,7
1905,14,1974,-30.58589697,0,0,10
1906,14,1976,-36.99738681,0,0,7
1907,14,1980,-46.7476815,0,0,2
1908,14,1984,4.51849699,1,1,28
1909,14,1986,32.82842636,1,1,42
1910,14,1988,28.47585678,1,1,40
1911,14,1990,33.90463591,1,1,42
1912,14,1994,16.77324474,1,1,34
1913,14,1996,34.8456651,1,1,43
1914,14,1998,16.57557487,1,1,34
1915,14,2000,29.12,1,0,40
1916,14,2004,-38.72,0,0,6
1917,14,2006,-21.42,0,0,15
1918,14,1946,-17.52452552,0,0,17
1919,14,1950,-18.60094368,0,0,16
1920,14,1954,-25.80517232,0,0,13
1921,14,1956,-19.29180622,0,0,16
1922,14,1958,-10.95392704,0,0,20
1923,14,1960,-11.14211082,0,0,20
1924,14,1964,-9.6247226,0,0,21
1925,14,1968,-32.37243593,0,0,9
1926,14,1970,-35.08733213,0,0,8
1927,14,1974,-9.660533071,0,0,21
1928,14,1976,-27.14250386,0,0,12
1929,14,1978,-39.27012682,0,0,6
1930,14,1980,-12.01441288,0,1,19
1931,14,1984,22.53357172,1,1,37
1932,14,1986,36.19375229,1,1,44
1933,14,1988,37.74546087,1,1,44
1934,14,1990,32.39988387,1,1,42
1935,14,1994,9.680303931,1,0,30
1936,14,1996,-0.514508474,0,0,25
1937,14,1998,-22.58753777,0,0,14
1938,14,1946,-10.22378206,0,1,20
1939,14,1950,5.594459176,1,1,28
1940,14,1954,9.563389421,1,1,30
1941,14,1956,6.964302063,1,1,29
1942,14,1958,17.53343344,1,1,34
1943,14,1960,9.475147724,1,1,30
1944,14,1964,29.96157408,1,1,40
1945,14,1968,8.291056752,1,1,30
1946,14,1970,24.96560812,1,0,38
1947,14,1974,-31.57542646,0,0,10
1948,14,1976,-48.92655313,0,0,1
1949,14,1980,-35.11668146,0,1,8
1950,14,1984,20.31213045,1,1,36
1951,14,1986,0.72259903,1,1,26
1952,14,1988,5.193793774,1,1,28
1953,14,1946,1.459217072,1,0,26
1954,14,1950,-21.41786814,0,0,15
1955,14,1954,-24.07727242,0,0,13
1956,14,1956,-24.5228678,0,0,13
1957,14,1958,-20.95192671,0,0,15
1958,14,1960,-22.83637524,0,0,14
1959,14,1964,-5.904302001,0,0,23
1960,14,1968,-28.62539291,0,0,11
1961,14,1970,-17.98994839,0,1,17
1962,14,1974,19.6697861,1,1,35
1963,14,1976,22.86615372,1,0,37
1964,14,1978,-7.980823517,0,0,22
1965,14,1980,-37.69774437,0,1,7
1966,14,1984,0.505745411,1,1,26
1967,14,1986,6.465268135,1,1,29
1968,14,1988,29.75509167,1,1,40
1969,14,1946,-9.824180603,0,0,21
1970,14,1950,-11.88451052,0,0,20
1971,14,1954,-5.881905556,0,0,23
1972,14,1956,-5.128610134,0,1,23
1973,14,1958,0.143802166,1,1,26
1974,14,1960,3.136202693,1,1,27
1975,14,1964,9.112417698,1,1,30
1976,14,1968,7.969209552,1,1,29
1977,14,1970,7.930383086,1,1,29
1978,14,1978,48.33824635,1,1,50
1979,14,1946,-17.74444282,0,0,17
1980,14,1950,-10.63619554,0,1,20
1981,14,1954,38.30938339,1,1,45
1982,14,1956,36.42223179,1,1,44
1983,14,1960,44.43001449,1,1,48
1984,14,1962,47.50723839,1,1,49
1985,14,1968,42.63615608,1,1,47
1986,14,1970,48.44458103,1,1,50
1987,14,1974,19.10618544,1,1,35
1988,14,1976,34.75210965,1,1,43
1989,14,1978,31.25948608,1,1,41
1990,14,1946,-19.56067979,0,1,16
1991,14,1950,29.72314358,1,0,40
1992,14,1954,5.220806599,1,1,28
1993,14,1956,7.665717602,1,1,29
1994,14,1958,16.43469334,1,1,34
1995,14,1944,4.925364,1,0,28
1996,15,1946,5.142596364,1,1,28
1997,15,1948,22.06557095,1,1,37
1998,15,1950,5.537712574,1,1,28
1999,15,1952,13.04624379,1,1,32
2000,15,1954,23.27628434,1,1,37
2001,15,1956,5.349394679,1,1,28
2002,15,1958,33.43295455,1,1,42
2003,15,1960,29.62402403,1,1,40
2004,15,1962,21.47070169,1,1,36
2005,15,1964,27.67915428,1,1,39
2006,15,1968,13.69484067,1,1,32
2007,15,1970,31.27361238,1,1,41
2008,15,1974,37.26949394,1,1,44
2009,15,1976,42.60995388,1,1,47
2010,15,1980,44.02293861,1,1,48
2011,15,1984,41.85772538,1,1,46
2012,15,1986,47.7773726,1,1,49
2013,15,1990,32.06860125,1,1,42
2014,15,1994,12.91182339,1,1,32
2015,15,1996,39.94293213,1,1,45
2016,15,1998,46.28504515,1,1,49
2017,15,2000,45.14,1,1,48
2018,15,2004,36.58,1,1,44
2019,15,2006,44.38,1,1,48
2020,15,1946,-23.61195683,0,0,14
2021,15,1948,-11.26251817,0,0,20
2022,15,1950,-15.0731504,0,0,18
2023,15,1952,-27.22228467,0,0,12
2024,15,1954,-19.17421818,0,0,16
2025,15,1956,-24.80088472,0,0,13
2026,15,1958,-4.458883405,0,0,23
2027,15,1960,-15.24886489,0,0,18
2028,15,1962,-15.19989967,0,0,18
2029,15,1964,-5.779218674,0,0,23
2030,15,1970,-0.766283525,0,0,25
2031,15,1974,22.12510109,1,1,37
2032,15,1976,10.29446721,1,1,31
2033,15,1978,20.27741075,1,1,36
2034,15,1980,8.117711544,1,1,30
2035,15,1984,7.1426332,1,1,29
2036,15,1986,24.41841662,1,1,38
2037,15,1988,6.401956081,1,1,29
2038,15,1990,18.74265671,1,1,35
2039,15,1994,-8.933675289,0,0,21
2040,15,1996,-17.85393953,0,0,17
2041,15,1998,-22.61528075,0,0,14
2042,15,2000,-13.44,0,0,19
2043,15,2004,-9.76,0,1,21
2044,15,2006,7.96,1,1,29
2045,15,1946,-12.00504005,0,1,19
2046,15,1948,4.476460814,1,0,28
2047,15,1950,-6.411185861,0,0,22
2048,15,1952,-9.631037712,0,0,21
2049,15,1954,-1.192381978,0,0,25
2050,15,1956,-6.137526035,0,1,22
2051,15,1958,13.86229694,1,1,32
2052,15,1960,4.847380519,1,1,28
2053,15,1962,3.790330887,1,1,27
2054,15,1964,21.29936516,1,1,36
2055,15,1970,15.07801712,1,1,33
2056,15,1974,28.10890675,1,1,40
2057,15,1976,13.79933059,1,1,32
2058,15,1978,12.24819124,1,0,32
2059,15,1980,-9.960448742,0,0,21
2060,15,1984,-5.086645484,0,0,23
2061,15,1986,-0.030817853,0,0,25
2062,15,1988,-8.576712012,0,1,21
2063,15,1990,1.783156395,1,1,26
2064,15,1994,10.36650836,1,1,31
2065,15,1996,17.02329218,1,1,34
2066,15,1998,16.19046032,1,1,34
2067,15,2000,4.18,1,0,28
2068,15,2004,-38.42,0,0,6
2069,15,2006,-8.56,0,0,21
2070,15,1946,-19.89132166,0,1,16
2071,15,1948,2.503985167,1,0,27
2072,15,1950,-13.03791106,0,0,19
2073,15,1952,-28.28959227,0,0,11
2074,15,1954,-20.12517452,0,0,15
2075,15,1956,-27.1101445,0,0,12
2076,15,1958,-0.191778657,0,0,25
2077,15,1960,-16.31319821,0,0,17
2078,15,1962,-11.11218035,0,0,20
2079,15,1964,-4.165479541,0,0,23
2080,15,1970,3.748175502,1,1,27
2081,15,1974,5.317610502,1,0,28
2082,15,1976,-9.789440036,0,0,21
2083,15,1978,-30.60255647,0,0,10
2084,15,1980,-21.43418789,0,0,15
2085,15,1984,-22.34479189,0,0,14
2086,15,1986,-39.53416944,0,0,6
2087,15,1988,-24.29288924,0,1,13
2088,15,1990,21.30376697,1,1,36
2089,15,1994,-10.85540354,0,0,20
2090,15,1996,-19.05137897,0,0,16
2091,15,1998,-26.61921978,0,0,12
2092,15,2000,-27.52,0,0,12
2093,15,2004,-42.12,0,0,4
2094,15,2006,-24.76,0,0,13
2095,15,1946,-12.68785596,0,1,19
2096,15,1948,5.162492394,1,0,28
2097,15,1950,-8.863905072,0,0,21
2098,15,1952,-14.58155811,0,0,18
2099,15,1954,-6.881555915,0,0,22
2100,15,1956,-13.30833137,0,1,19
2101,15,1958,7.364282012,1,1,29
2102,15,1960,0.04612,1,1,26
2103,15,1962,3.28040421,1,1,27
2104,15,1964,10.35961807,1,1,31
2105,15,1970,-11.99111044,0,0,20
2106,15,1974,-13.10553551,0,0,19
2107,15,1976,-23.48872125,0,0,14
2108,15,1978,-35.22847891,0,0,8
2109,15,1980,-23.39553833,0,0,14
2110,15,1984,-36.39800251,0,1,7
2111,15,1986,3.373125196,1,1,27
2112,15,1988,12.63402402,1,1,32
2113,15,1990,6.284490228,1,0,29
2114,15,1994,-41.21747613,0,0,5
2115,15,1996,-29.18511927,0,0,11
2116,15,1998,-26.51858628,0,0,12
2117,15,2000,-23.72,0,0,14
2118,15,2004,-46.92,0,0,2
2119,15,2006,-34.82,0,0,8
2120,15,1946,-15.62127471,0,0,18
2121,15,1948,-0.362634392,0,0,25
2122,15,1950,-5.159962177,0,0,23
2123,15,1952,-11.65032387,0,0,20
2124,15,1954,-5.048063397,0,0,23
2125,15,1956,-10.2222234,0,1,20
2126,15,1958,2.959385514,1,0,27
2127,15,1960,-3.937780857,0,0,24
2128,15,1962,-5.319961905,0,0,23
2129,15,1964,-8.271658421,0,0,21
2130,15,1970,-21.35553062,0,0,15
2131,15,1974,4.868003726,1,1,28
2132,15,1976,9.82156992,1,1,30
2133,15,1978,4.549741745,1,1,28
2134,15,1980,0.459036231,1,0,26
2135,15,1984,-45.97744942,0,0,3
2136,15,1986,-37.49718666,0,0,7
2137,15,1988,-45.77304125,0,0,3
2138,15,1990,-26.9469291,0,0,12
2139,15,2000,-45.36,0,0,3
2140,15,2004,-36.4,0,0,7
2141,15,2006,-20.02,0,0,15
2142,15,1946,-2.991384268,0,1,24
2143,15,1948,8.32683742,1,0,30
2144,15,1950,-0.647838483,0,0,25
2145,15,1952,-12.70299852,0,0,19
2146,15,1954,-10.99194288,0,0,20
2147,15,1956,-14.46802318,0,0,18
2148,15,1958,-7.558178902,0,0,22
2149,15,1960,-20.26509047,0,0,15
2150,15,1962,-15.62629938,0,0,18
2151,15,1964,-8.317509294,0,0,21
2152,15,1970,-14.16618824,0,0,18
2153,15,1974,-15.01331627,0,0,18
2154,15,1976,-25.390625,0,0,13
2155,15,1978,-12.61850595,0,0,19
2156,15,1980,-32.91639686,0,0,9
2157,15,1984,-35.81800163,0,0,8
2158,15,1986,-35.18003821,0,0,8
2159,15,1988,-23.47100973,0,0,14
2160,15,1990,-15.10837674,0,0,18
2161,15,1994,-30.20461798,0,0,10
2162,15,1996,-27.30889916,0,0,12
2163,15,1998,-40.73025286,0,0,5
2164,15,2000,-34.1,0,1,8
2165,15,2004,10.88,1,1,31
2166,15,2006,7.52,1,1,29
2167,15,1946,-4.438963532,0,1,23
2168,15,1948,11.29364073,1,1,31
2169,15,1950,2.707731724,1,0,27
2170,15,1952,-5.594104528,0,1,23
2171,15,1954,4.628440738,1,1,28
2172,15,1956,0.364002585,1,1,26
2173,15,1958,22.98430204,1,1,37
2174,15,1960,6.581240892,1,1,29
2175,15,1962,11.35159731,1,1,31
2176,15,1964,12.93481886,1,0,32
2177,15,1970,-5.184772611,0,0,23
2178,15,1974,6.843030453,1,1,29
2179,15,1976,0.925815105,1,0,26
2180,15,1978,-3.986272216,0,0,24
2181,15,1980,-10.32733917,0,1,20
2182,15,1984,0.00171,1,1,26
2183,15,1986,6.500396132,1,1,29
2184,15,1988,23.62906635,1,1,37
2185,15,1990,9.443604946,1,1,30
2186,15,1994,-4.861366749,0,0,23
2187,15,1996,-1.664212346,0,0,25
2188,15,1998,-6.12949729,0,0,22
2189,15,2000,-7.54,0,0,22
2190,15,2004,-9,0,1,21
2191,15,2006,22.04,1,1,37
2192,15,1946,-12.48793304,0,0,19
2193,15,1948,-3.840613365,0,0,24
2194,15,1950,-10.3212148,0,0,20
2195,15,1952,-13.15988004,0,0,19
2196,15,1954,-3.316894174,0,0,24
2197,15,1956,-7.124838233,0,1,22
2198,15,1958,0.597402453,1,0,26
2199,15,1960,-1.162484288,0,0,25
2200,15,1962,-4.232391715,0,1,23
2201,15,1964,8.82884562,1,1,30
2202,15,1970,24.99059141,1,1,38
2203,15,1974,42.14789867,1,1,47
2204,15,1978,31.26723766,1,1,41
2205,15,1980,28.73712778,1,1,40
2206,15,1984,30.60093224,1,1,41
2207,15,1986,44.23772991,1,1,48
2208,15,1988,41.43721163,1,1,46
2209,15,1990,37.98563778,1,1,44
2210,15,1994,4.064309597,1,1,28
2211,15,1996,13.96598518,1,1,32
2212,15,1998,2.825698256,1,1,27
2213,15,2000,10.58,1,1,31
2214,15,2004,-0.495634934,0,1,25
2215,15,2006,4.74,1,1,28
2216,15,1946,-21.85831368,0,0,15
2217,15,1948,-6.182086468,0,0,22
2218,15,1950,-18.19446087,0,0,16
2219,15,1952,-20.74008584,0,0,15
2220,15,1954,-12.51249015,0,0,19
2221,15,1956,-12.96107471,0,1,19
2222,15,1958,1.492163539,1,0,26
2223,15,1960,-14.25319016,0,0,18
2224,15,1962,-5.880430341,0,0,23
2225,15,1964,-0.893664136,0,0,25
2226,15,1970,-1.60189867,0,0,25
2227,15,1974,8.730328083,1,1,30
2228,15,1976,19.67573464,1,1,35
2229,15,1978,13.26582432,1,1,32
2230,15,1980,6.74764812,1,1,29
2231,15,1984,18.46302748,1,1,35
2232,15,1986,16.57603681,1,1,34
2233,15,1988,21.08863592,1,1,36
2234,15,1990,32.86339343,1,1,42
2235,15,1994,6.913328171,1,1,29
2236,15,1996,8.110687137,1,1,30
2237,15,1998,18.97669435,1,1,35
2238,15,1946,2.777189016,1,1,27
2239,15,1948,2.25777328,1,0,27
2240,15,1950,-13.4562999,0,0,19
2241,15,1952,-19.00164187,0,0,16
2242,15,1954,-10.09663939,0,0,20
2243,15,1956,-18.89564395,0,1,16
2244,15,1958,4.178640246,1,0,28
2245,15,1960,-7.466498017,0,0,22
2246,15,1962,-8.499002457,0,1,21
2247,15,1964,0.986588001,1,1,26
2248,15,1970,16.62783623,1,0,34
2249,15,1974,4.967772961,1,1,28
2250,15,1976,21.4042604,1,1,36
2251,15,1978,14.60801959,1,1,33
2252,12,1946,-23.01346362,0,0,14
2253,12,1948,-7.621026039,0,0,22
2254,12,1950,-23.71692657,0,0,14
2255,12,1952,-25.91505051,0,0,13
2256,12,1954,-14.06142712,0,0,18
2257,12,1956,-15.9596324,0,0,18
2258,12,1958,-6.794655323,0,0,22
2259,12,1960,-21.77021801,0,0,15
2260,12,1962,-22.20421135,0,1,14
2261,12,1964,2.028548717,1,0,27
2262,12,1966,-3.372752666,0,0,24
2263,12,1968,-6.012710929,0,0,22
2264,12,1970,-0.632529373,0,1,25
2265,12,1974,8.724603057,1,0,30
2266,12,1976,-4.105034471,0,0,23
2267,12,1978,-27.71068811,0,0,12
2268,12,1980,-29.18970883,0,0,11
2269,12,1984,-33.53556395,0,0,9
2270,12,1986,-32.75441825,0,0,9
2271,12,1988,-22.33004868,0,0,14
2272,12,1994,-22.35012352,0,0,14
2273,12,1996,-7.217350602,0,0,22
2274,12,1998,-14.29315805,0,0,18
2275,12,2000,-26.3,0,0,12
2276,12,2004,-12.08,0,1,19
2277,12,2006,12.06,1,1,32
2278,12,1946,-18.26471984,0,0,16
2279,12,1948,-7.747855783,0,0,22
2280,12,1950,-17.63585806,0,0,17
2281,12,1952,-24.51973557,0,0,13
2282,12,1954,-10.8491987,0,0,20
2283,12,1956,-2.759552002,0,1,24
2284,12,1958,2.249515057,1,0,27
2285,12,1960,-5.117499828,0,0,23
2286,12,1964,4.374921322,1,1,28
2287,12,1966,7.924449444,1,1,29
2288,12,1968,10.10011435,1,1,31
2289,12,1970,20.9503442,1,1,36
2290,12,1974,3.013673425,1,1,27
2291,12,1976,1.288682222,1,0,26
2292,12,1978,-5.176359415,0,0,23
2293,12,1980,-8.910438418,0,0,21
2294,12,1984,-27.80121863,0,0,12
2295,12,1986,-22.68499434,0,0,14
2296,12,1988,-13.55378628,0,0,19
2297,12,1990,-0.988525399,0,0,25
2298,12,1994,-12.59247065,0,0,19
2299,12,1996,-7.564240694,0,0,22
2300,12,1998,-11.18931174,0,0,20
2301,12,2000,-11.82,0,0,20
2302,12,2004,-20.16,0,1,15
2303,12,2006,2.86,1,1,27
2304,12,1946,-23.95297587,0,0,14
2305,12,1948,-16.88004732,0,0,17
2306,12,1950,-28.48234773,0,0,11
2307,12,1952,-31.79261088,0,0,10
2308,12,1954,-24.2747575,0,0,13
2309,12,1956,-17.10846722,0,0,17
2310,12,1958,-7.325780392,0,0,22
2311,12,1960,-12.62714565,0,0,19
2312,12,1964,-0.251665255,0,0,25
2313,12,1966,-24.09656346,0,0,13
2314,12,1968,-28.09695303,0,0,11
2315,12,1970,-17.9651022,0,0,17
2316,12,1974,-1.688730717,0,0,25
2317,12,1976,-12.91100979,0,0,19
2318,12,1978,-49.64594841,0,0,1
2319,12,1980,-2.921715379,0,0,24
2320,12,1984,-21.40746415,0,1,15
2321,12,1986,9.23409164,1,1,30
2322,12,1988,26.74141228,1,1,39
2323,12,1994,-16.82673693,0,1,17
2324,12,1996,1.711684465,1,1,26
2325,12,1998,15.75462222,1,1,33
2326,12,2000,30.2,1,1,41
2327,12,2004,10.5,1,1,31
2328,12,2006,5.48,1,1,28
2329,12,1946,-16.74315631,0,0,17
2330,12,1948,-3.369668126,0,0,24
2331,12,1950,-13.87069821,0,0,19
2332,12,1952,-23.99840951,0,0,14
2333,12,1954,-11.15393341,0,0,20
2334,12,1956,-1.413965225,0,1,25
2335,12,1958,3.972491622,1,0,27
2336,12,1960,-13.1362319,0,0,19
2337,12,1964,7.289102674,1,0,29
2338,12,1966,-3.312671185,0,0,24
2339,12,1968,-7.853338122,0,0,22
2340,12,1970,-9.21895802,0,1,21
2341,12,1974,28.39567363,1,1,40
2342,12,1976,38.18764389,1,1,45
2343,12,1978,29.39181626,1,1,40
2344,12,1980,8.032658696,1,1,30
2345,12,1984,21.36377096,1,1,36
2346,12,1986,36.72759533,1,1,44
2347,12,1988,43.3591485,1,1,47
2348,12,1994,-6.15349412,0,0,22
2349,12,1996,-5.318343639,0,0,23
2350,12,1998,-31.30918443,0,0,10
2351,12,2000,-25.2,0,0,13
2352,12,2004,-21.92,0,0,15
2353,12,2006,-14.42,0,0,18
2354,12,1946,-18.79605055,0,0,16
2355,12,1948,-2.309373021,0,0,24
2356,12,1950,-14.20299113,0,0,18
2357,12,1952,-17.77209044,0,0,17
2358,12,1954,-11.1322403,0,0,20
2359,12,1956,-2.256956697,0,1,24
2360,12,1958,4.55288887,1,1,28
2361,12,1960,5.963692069,1,1,28
2362,12,1964,39.91843164,1,1,45
2363,12,1966,21.47667408,1,1,36
2364,12,1968,24.25263226,1,1,38
2365,12,1970,32.03959465,1,0,42
2366,12,1974,2.180334926,1,1,27
2367,12,1976,30.72106242,1,1,41
2368,12,1978,17.86271334,1,1,34
2369,12,1980,20.44714987,1,1,36
2370,12,1984,-1.551437378,0,0,25
2371,12,1986,-18.43818724,0,0,16
2372,12,1988,-27.75113881,0,0,12
2373,12,1990,-36.02448702,0,0,7
2374,12,1994,-21.84924185,0,0,15
2375,12,1996,-31.85063004,0,0,10
2376,12,2000,-40.44,0,0,5
2377,12,2004,-26.66,0,0,12
2378,12,2006,-24.38,0,0,13
2379,12,1946,-26.82568729,0,0,12
2380,12,1948,-11.68630421,0,0,20
2381,12,1950,-29.59616184,0,0,11
2382,12,1952,-37.66330481,0,0,7
2383,12,1954,-20.67860365,0,1,15
2384,12,1956,0.153425336,1,1,26
2385,12,1958,16.50235653,1,1,34
2386,12,1960,7.256054878,1,0,29
2387,12,1964,6.679600477,1,0,29
2388,12,1966,-15.16946554,0,0,18
2389,12,1968,-30.08975983,0,0,10
2390,12,1970,-13.95237744,0,0,19
2391,12,1974,9.252581,1,1,30
2392,12,1976,35.96681058,1,1,43
2393,12,1978,32.57213533,1,1,42
2394,12,1980,28.60733271,1,1,40
2395,12,1984,24.05385673,1,0,38
2396,12,1986,-1.900815964,0,0,25
2397,12,1988,-28.77379656,0,0,11
2398,12,1946,-26.02834404,0,0,12
2399,12,1948,-13.7614131,0,0,19
2400,12,1950,-24.3227452,0,0,13
2401,12,1952,-34.64698493,0,0,8
2402,12,1954,-20.7421273,0,0,15
2403,12,1956,-10.71781814,0,0,20
2404,12,1958,-3.002020717,0,0,24
2405,12,1960,-11.68954372,0,0,20
2406,12,1964,7.046553493,1,0,29
2407,12,1966,-18.08046401,0,0,16
2408,12,1968,-29.65575457,0,0,11
2409,12,1946,-37.27501631,0,0,7
2410,12,1948,-10.82783639,0,0,20
2411,12,1950,-28.43998671,0,0,11
2412,12,1954,-27.6476711,0,0,12
2413,12,1956,-20.17008066,0,0,15
2414,12,1958,-5.449810624,0,0,23
2415,16,1946,-28.56779099,0,0,11
2416,16,1948,-20.93964815,0,0,15
2417,16,1950,-32.98924863,0,1,9
2418,16,1952,2.947592735,1,0,27
2419,16,1954,-8.63391459,0,0,21
2420,16,1956,-7.241716981,0,0,22
2421,16,1958,-3.785672784,0,0,24
2422,16,1960,-26.20114088,0,0,12
2423,16,1964,-2.316331863,0,0,24
2424,16,1968,-2.903366089,0,0,24
2425,16,1970,-13.62904012,0,0,19
2426,16,1974,-25.44401288,0,0,13
2427,16,1976,-45.37062943,0,0,3
2428,16,1980,-24.57784712,0,0,13
2429,16,1990,-25.29536784,0,0,13
2430,16,1996,-48.99615645,0,0,1
2431,16,1946,-17.61035919,0,0,17
2432,16,1948,-3.713712096,0,0,24
2433,16,1950,-4.451811314,0,0,23
2434,16,1952,-14.54345286,0,0,18
2435,16,1954,-9.323355556,0,0,21
2436,16,1956,-9.703615308,0,1,21
2437,16,1958,1.503238082,1,0,26
2438,16,1960,-4.631522298,0,0,23
2439,16,1964,-2.289310098,0,0,24
2440,16,1968,-35.14967859,0,1,8
2441,16,1970,7.390189171,1,1,29
2442,16,1974,11.16060019,1,1,31
2443,16,1976,3.259158134,1,0,27
2444,16,1978,-4.057082534,0,0,23
2445,16,1980,-7.748910785,0,1,22
2446,16,1984,20.96636295,1,1,36
2447,16,1986,41.27680957,1,1,46
2448,16,1988,46.54412568,1,1,49
2449,16,1990,25.64411163,1,1,38
2450,16,1994,-31.29383326,0,0,10
2451,16,1996,-6.723317504,0,0,22
2452,16,1998,-21.90757692,0,0,15
2453,16,2000,-39.4,0,0,6
2454,16,2004,-15.26,0,1,18
2455,16,2006,3.54,1,0,27
2456,16,1946,-10.69918573,0,0,20
2457,16,1948,-10.01336277,0,0,20
2458,16,1950,-9.360727668,0,0,21
2459,16,1952,-18.90598238,0,0,16
2460,16,1954,-10.76370478,0,0,20
2461,16,1956,-10.0840807,0,1,20
2462,16,1958,3.445935249,1,0,27
2463,16,1960,-2.384111285,0,0,24
2464,16,1964,-24.33280051,0,0,13
2465,16,1968,-25.66505969,0,0,13
2466,16,1970,-7.287928462,0,0,22
2467,16,1974,-27.84297168,0,0,12
2468,16,1976,-39.73755836,0,0,6
2469,16,1980,-13.64148259,0,0,19
2470,16,1984,-14.82828856,0,0,18
2471,16,1988,-47.14617431,0,0,2
2472,16,1990,-20.18449306,0,0,15
2473,16,1994,-13.18632066,0,0,19
2474,16,1996,-4.411953688,0,1,23
2475,16,1998,4.78323698,1,1,28
2476,16,2000,3.28,1,1,27
2477,16,2004,11.68,1,1,31
2478,16,2006,31.46,1,1,41
2479,16,1946,-12.30095923,0,0,19
2480,16,1948,-11.18500531,0,0,20
2481,16,1950,-17.70148277,0,0,17
2482,16,1952,-18.85793507,0,0,16
2483,16,1954,-12.42488325,0,0,19
2484,16,1956,-7.677957416,0,0,22
2485,16,1958,-1.338386536,0,0,25
2486,16,1960,-10.44952869,0,0,20
2487,16,1964,-18.72011721,0,0,16
2488,16,1968,-29.420349,0,0,11
2489,16,1970,-28.28999162,0,0,11
2490,16,1974,-6.376838684,0,1,22
2491,16,1976,1.805567741,1,1,26
2492,16,1978,39.08870518,1,1,45
2493,16,1980,37.85996437,1,1,44
2494,16,1984,48.81864786,1,1,50
2495,16,1986,29.00395691,1,1,40
2496,16,1988,27.93135643,1,1,39
2497,16,1990,41.52421653,1,1,46
2498,16,1994,-5.822697282,0,0,23
2499,16,1996,-3.487640619,0,0,24
2500,16,1998,-19.69844997,0,0,16
2501,16,2000,-12.78,0,0,19
2502,16,2004,-36.06,0,0,7
