observation,state,year,dmargin,demwin,dwinnext,bin
3591,25,1994,20.20796239,1,1,36
3592,25,1996,18.20338964,1,1,35
3593,24,1942,-11.09679,0,0,20
3594,24,1944,-1.494867,0,0,25
3595,24,1946,-0.641326032,0,1,25
3596,24,1948,15.22783935,1,1,33
3597,24,1950,8.749544621,1,1,30
3598,24,1954,32.51688778,1,1,42
3599,24,1956,32.54282475,1,1,42
3600,24,1960,41.55257642,1,1,46
3601,24,1974,36.65710688,1,1,44
3602,24,1976,31.11184537,1,1,41
3603,24,1978,35.30451655,1,1,43
3604,24,1980,40.48438072,1,1,46
3605,24,1984,36.53124869,1,1,44
3606,24,1986,32.29005337,1,1,42
3607,24,1988,44.56568956,1,1,48
3608,24,1990,21.7992425,1,1,36
3609,24,1994,30.55719137,1,1,41
3610,24,1996,42.52636731,1,1,47
3611,24,1998,48.1443584,1,1,50
3612,24,2006,49.44,1,1,50
3613,24,1942,-0.757656886,0,0,25
3614,24,1944,-0.222304557,0,0,25
3615,24,1946,-2.138844132,0,1,24
3616,24,1948,13.46468925,1,1,32
3617,24,1950,5.998456478,1,0,28
3618,24,1954,-9.399846196,0,0,21
3619,24,1956,-3.673568368,0,0,24
3620,24,1958,-3.826439381,0,0,24
3621,24,1960,-13.39870989,0,0,19
3622,24,1964,-6.271004677,0,0,22
3623,24,1974,21.95059955,1,1,36
3624,24,1976,2.178323269,1,1,27
3625,24,1978,12.8372997,1,1,32
3626,24,1980,28.89920771,1,1,40
3627,24,1984,4.248815775,1,0,28
3628,24,1986,-3.840696812,0,0,24
3629,24,1988,-33.72534811,0,1,9
3630,24,1990,0.025454164,1,0,26
3631,24,1994,-36.6507858,0,0,7
3632,24,1996,-24.24111664,0,0,13
3633,24,1998,-41.70484543,0,0,5
3634,24,2000,-13.2,0,0,19
3635,24,2004,-32.94,0,0,9
3636,24,2006,-25.28,0,0,13
3637,24,1946,-5.571115017,0,1,23
3638,24,1948,14.2006278,1,1,33
3639,24,1950,2.214029431,1,1,27
3640,24,1954,42.08974838,1,1,47
3641,24,1956,39.29022849,1,1,45
3642,24,1960,46.62494957,1,1,49
3643,24,1964,43.32933724,1,1,47
3644,24,1974,49.95484352,1,1,50
3645,24,1976,27.38087177,1,1,39
3646,24,1986,37.93050051,1,1,44
3647,24,1988,26.53411031,1,1,39
3648,24,1990,13.59500587,1,1,32
3649,24,1994,17.95822084,1,1,34
3650,24,1996,20.23501098,1,1,36
3651,24,1998,13.78883421,1,1,32
3652,24,2000,18.64,1,1,35
3653,24,2004,7.88,1,1,29
3654,24,2006,34.84,1,1,43
3655,24,1946,10.24515927,1,1,31
3656,24,1948,28.45502496,1,1,40
3657,24,1950,23.10954034,1,0,37
3658,24,1954,3.212276101,1,1,27
3659,24,1956,3.543043137,1,1,27
3660,24,1958,28.03771198,1,1,40
3661,24,1960,7.979109883,1,1,29
3662,24,1964,27.75289118,1,1,39
3663,24,1974,35.71299314,1,1,43
3664,24,1976,11.7315501,1,1,31
3665,24,1978,45.59880495,1,1,48
3666,24,1980,35.63816547,1,1,43
3667,24,1984,33.85349512,1,1,42
3668,24,1988,43.59585047,1,1,47
3669,24,1990,23.69682789,1,1,37
3670,24,1994,35.50999463,1,1,43
3671,24,1996,29.86681461,1,1,40
3672,24,1998,43.79583895,1,1,47
3673,24,2000,36.3,1,1,44
3674,24,2004,34.3,1,1,43
3675,24,2006,39.4,1,1,45
3676,24,1946,-7.323729992,0,1,22
3677,24,1948,11.72995865,1,1,31
3678,24,1950,8.907875419,1,1,30
3679,24,1954,17.83071458,1,1,34
3680,24,1956,14.44415748,1,1,33
3681,24,1958,40.05093277,1,1,46
3682,24,1960,22.03450501,1,1,37
3683,24,1964,35.84774435,1,1,43
3684,24,1970,23.57451618,1,1,37
3685,24,1974,39.23733234,1,1,45
3686,24,1976,39.91517127,1,1,45
3687,24,1978,45.3689158,1,1,48
3688,24,1980,40.21583796,1,1,46
3689,24,1984,34.26430821,1,1,43
3690,24,1986,43.26875806,1,1,47
3691,24,1988,41.81833565,1,1,46
3692,24,1990,24.17628765,1,1,38
3693,24,1994,13.10961246,1,1,32
3694,24,1996,38.51923943,1,1,45
3695,24,1998,34.96177197,1,1,43
3696,24,2000,41.28,1,1,46
3697,24,2004,13.42,1,1,32
3698,24,2006,33.08,1,1,42
3699,24,1946,-17.27782488,0,1,17
3700,24,1948,2.781537175,1,0,27
3701,24,1950,-1.455378532,0,0,25
3702,24,1954,7.263088226,1,1,29
3703,24,1956,3.900817037,1,1,27
3704,24,1958,29.80663478,1,1,40
3705,24,1960,9.154415131,1,1,30
3706,24,1964,29.36191857,1,1,40
3707,24,1976,-18.00726652,0,0,16
3708,24,1978,-11.88229322,0,0,20
3709,24,1980,-41.27829075,0,0,5
3710,24,1984,-29.65871096,0,0,11
3711,24,1986,-13.43628168,0,0,19
3712,24,1988,-18.66941154,0,0,16
3713,24,1990,-3.855991364,0,1,24
3714,24,1994,32.2915554,1,1,42
3715,24,1996,39.36219215,1,1,45
3716,24,1998,44.14167404,1,0,48
3717,24,2000,-4.18,0,0,23
3718,24,2004,-29.5,0,0,11
3719,24,2006,-26.6,0,0,12
3720,24,1946,-30.88744879,0,0,10
3721,24,1948,-7.918271422,0,0,22
3722,24,1950,-17.37445295,0,0,17
3723,24,1954,-7.255601883,0,1,22
3724,24,1956,0.585922599,1,1,26
3725,24,1958,7.450759411,1,0,29
3726,24,1960,-9.74868238,0,0,21
3727,24,1964,-3.419312835,0,0,24
3728,24,1974,-4.679873586,0,0,23
3729,24,1976,-24.04038906,0,0,13
3730,24,1978,-22.35880792,0,0,14
3731,24,1980,-35.56382656,0,0,8
3732,24,1984,-39.21244144,0,0,6
3733,24,1986,-33.96989107,0,0,9
3734,24,1988,-6.929942966,0,0,22
3735,24,1990,-4.29353714,0,0,23
3736,24,1994,-17.55446494,0,0,17
3737,24,1996,-33.22318792,0,0,9
3738,24,1998,-48.2827276,0,0,1
3739,24,2004,-42.7,0,0,4
3740,24,2006,-37.84,0,0,7
3741,24,1942,-3.072136,0,1,24
3742,24,1944,1.015466,1,0,26
3743,24,1946,-2.229189873,0,1,24
3744,24,1948,14.47309256,1,1,33
3745,24,1950,9.296822548,1,1,30
3746,24,1954,14.49382305,1,1,33
3747,24,1956,8.540165424,1,1,30
3748,24,1958,28.6110729,1,1,40
3749,24,1960,15.98925591,1,1,33
3750,24,1964,30.38810194,1,1,41
3751,24,1974,39.70991373,1,1,45
3752,24,1976,36.71909571,1,1,44
3753,24,1978,20.92495859,1,0,36
3754,24,1980,-14.2884016,0,0,18
3755,24,1984,-30.84423542,0,0,10
3756,24,1986,-5.050638318,0,0,23
3757,24,1988,-16.20537341,0,0,17
3758,24,1990,-14.55735862,0,0,18
3759,24,1994,-43.52063537,0,0,4
3760,24,1996,-13.18710744,0,0,19
3761,24,1998,-26.93005204,0,0,12
3762,24,2000,-41.08,0,0,5
3763,24,2004,-46.12,0,0,2
3764,24,2006,-46.14,0,0,2
3765,24,1946,7.721686363,1,1,29
3766,24,1948,23.32618535,1,1,37
3767,24,1950,22.8975296,1,1,37
3768,24,1954,18.0037111,1,1,35
3769,24,1958,29.52364683,1,1,40
3770,24,1960,19.65991259,1,1,35
3771,24,1964,24.77365732,1,1,38
3772,24,1974,32.78225958,1,1,42
3773,24,1976,11.8568778,1,1,31
3774,24,1978,49.38800335,1,1,50
3775,24,1980,12.90603876,1,1,32
3776,24,1984,5.771800876,1,1,28
3777,24,1986,14.95827138,1,1,33
3778,24,1988,35.82573235,1,1,43
3779,24,1990,15.05590677,1,1,33
3780,24,1994,5.436658859,1,0,28
3781,24,1996,-2.355831861,0,0,24
3782,24,1998,-26.7305702,0,0,12
3783,24,2000,-21.48,0,0,15
3784,24,2004,-31.24,0,0,10
3785,24,2006,-26.22,0,0,12
3786,24,1946,21.28989995,1,1,36
3787,24,1948,43.25940609,1,1,47
3788,24,1954,27.88223028,1,1,39
3789,24,1958,41.33647978,1,1,46
3790,24,1964,34.88218486,1,1,43
3791,24,1974,45.56204081,1,1,48
3792,24,1976,44.14419234,1,1,48
3793,24,1978,30.59966564,1,0,41
3794,24,1944,17.75205,1,0,34
3795,24,1946,-1.631700993,0,1,25
3796,24,1948,30.96817136,1,1,41
3797,24,1950,29.39279079,1,1,40
3798,24,1954,10.60065031,1,1,31
3799,24,1956,1.615342498,1,1,26
3800,24,1958,13.88991177,1,1,32
3801,24,1946,-16.40981436,0,1,17
3802,24,1948,10.36626995,1,0,31
3803,24,1946,9.519064426,1,1,30
3804,24,1948,41.12671614,1,1,46
3805,26,1946,15.12576342,1,1,33
3806,26,1948,36.25546098,1,1,44
3807,26,1950,21.54273689,1,1,36
3808,26,1952,1.439633965,1,1,26
3809,26,1954,11.95777953,1,1,31
3810,26,1956,24.10389185,1,1,38
3811,26,1958,38.98294866,1,1,45
3812,26,1960,6.530550122,1,1,29
3813,26,1962,5.552759767,1,1,28
3814,26,1964,7.799315453,1,1,29
3815,26,1968,7.231330872,1,0,29
3816,26,1970,-0.950902691,0,0,25
3817,26,1974,9.582412243,1,1,30
3818,26,1976,32.89348185,1,1,42
3819,26,1978,14.60472345,1,1,33
3820,26,1980,22.85403013,1,1,37
3821,26,1982,22.48481214,1,1,37
3822,26,1986,23.33360612,1,1,37
3823,26,1988,21.5480566,1,1,36
3824,26,1946,-9.045419097,0,0,21
3825,26,1948,-2.013599873,0,0,24
3826,26,1950,-9.27182734,0,0,21
3827,26,1952,-24.07418787,0,0,13
3828,26,1954,-1.231262088,0,1,25
3829,26,1956,1.749363542,1,1,26
3830,26,1958,21.96681798,1,0,36
3831,26,1960,-1.801228523,0,0,25
3832,26,1962,-10.87579727,0,0,20
3833,26,1964,-8.207988739,0,0,21
3834,26,1968,-35.69718599,0,1,8
3835,26,1970,28.17768157,1,1,40
3836,26,1974,26.00710392,1,0,39
3837,26,1976,-9.911766648,0,0,21
3838,26,1978,-13.72348964,0,0,19
3839,26,1980,-18.12714338,0,0,16
3840,26,1982,-9.502676129,0,0,21
3841,26,1986,-6.934127212,0,0,22
3842,26,1988,-11.0497117,0,0,20
3843,26,1994,6.434214115,1,0,29
3844,26,1996,-9.262263775,0,0,21
3845,26,1998,-8.648747206,0,0,21
3846,26,2002,-32.84,0,0,9
3847,26,2004,-32.54,0,0,9
3848,26,2006,-20.16,0,0,15
3849,29,1946,-32.75734484,0,0,9
3850,29,1948,-14.48984146,0,0,18
3851,29,1950,-9.089136124,0,0,21
3852,29,1952,-44.09519732,0,0,3
3853,29,1954,-17.18167961,0,0,17
3854,29,1956,-33.90652835,0,0,9
3855,29,1958,-6.865289807,0,0,22
3856,29,1960,-11.51952744,0,0,20
3857,29,1964,2.654957771,1,0,27
3858,29,1966,-2.330717444,0,0,24
3859,29,1970,-27.44321525,0,0,12
3860,29,1972,-28.48565578,0,0,11
3861,29,1974,-6.63895607,0,0,22
3862,29,1976,-46.36991322,0,0,2
3863,29,1978,-16.26429558,0,0,17
3864,29,1984,-48.20661843,0,0,1
3865,29,1986,-28.92132998,0,0,11
3866,29,1988,-33.9109987,0,0,9
3867,29,1990,-29.49795723,0,0,11
3868,29,1994,-25.27291775,0,0,13
3869,29,1996,-40.11236727,0,0,5
3870,29,1998,-47.18201458,0,0,2
3871,29,2000,-36.18,0,0,7
3872,29,2004,-11.56,0,0,20
3873,29,2006,-16.72,0,0,17
3874,29,1946,-16.68760777,0,1,17
3875,29,1948,2.854576707,1,0,27
3876,29,1950,-26.93704367,0,0,12
3877,29,1952,-12.23473847,0,0,19
3878,29,1954,-5.89505434,0,0,23
3879,29,1956,-8.442023396,0,0,21
3880,29,1958,-29.49034274,0,0,11
3881,29,1960,-33.25049877,0,0,9
3882,29,1964,-6.284531951,0,0,22
3883,29,1966,-28.49354744,0,0,11
3884,29,1970,-3.838559985,0,0,24
3885,29,1972,-27.86106765,0,0,12
3886,29,1974,-10.30460894,0,1,20
3887,29,1976,9.21869278,1,1,30
3888,29,1978,4.629552364,1,0,28
3889,29,1980,-9.314879775,0,0,21
3890,29,1984,-29.90484238,0,0,11
3891,29,1986,-17.18066931,0,1,17
3892,29,1988,1.346632838,1,1,26
3893,29,1990,16.1131829,1,1,34
3894,29,1994,-0.95299768,0,0,25
3895,29,1996,-16.71107411,0,0,17
3896,29,1998,-31.42076731,0,0,10
3897,29,2000,-35.88,0,0,8
3898,29,2004,-25.66,0,0,13
3899,29,2006,-9.32,0,0,21
3900,29,1946,-49.44583774,0,0,1
3901,29,1948,-29.60066795,0,0,11
3902,29,1950,-33.88723433,0,0,9
3903,29,1952,-43.70063543,0,0,4
3904,29,1954,-30.48694432,0,0,10
3905,29,1956,-0.196730751,0,1,25
3906,29,1958,10.17669439,1,0,31
3907,29,1960,-2.512848377,0,0,24
3908,29,1964,-5.639219284,0,0,23
3909,29,1966,-45.94900906,0,0,3
3910,29,1970,-19.06380653,0,0,16
3911,29,1972,-39.18483257,0,0,6
3912,29,1974,-0.456878596,0,0,25
3913,29,1976,-48.2247293,0,0,1
3914,29,1986,-39.66161311,0,0,6
3915,29,1990,-2.267670631,0,0,24
3916,29,2006,-9.98,0,0,21
3917,29,1946,-42.59099066,0,0,4
3918,29,1948,-27.20551193,0,0,12
3919,29,1950,-31.66162968,0,0,10
3920,29,1952,-46.6886133,0,0,2
3921,29,1954,-40.76421261,0,0,5
3922,29,1956,-31.49122298,0,1,10
3923,29,1958,4.515945911,1,0,28
3924,33,1984,13.67703974,1,1,32
3925,33,1986,10.04925072,1,1,31
3926,33,1988,30.28489351,1,1,41
3927,33,1990,27.03841627,1,1,39
3928,33,1994,-0.943700014,0,0,25
3929,33,1996,-6.599920988,0,1,22
3930,33,1998,3.585129976,1,1,27
3931,33,2000,7.82,1,1,29
3932,33,2004,35.9,1,1,43
3933,33,2006,35.02,1,1,43
3934,33,1984,-45.42631805,0,0,3
3935,33,1986,-16.82573855,0,0,17
3936,33,1988,-16.64965153,0,0,17
3937,33,1990,-25.07120371,0,0,13
3938,33,1994,-34.30148363,0,0,8
3939,33,1996,-23.29359949,0,0,14
3940,33,2000,-36.68,0,0,7
3941,33,2004,-41.92,0,0,5
3942,33,2006,-5.68,0,0,23
3943,33,2004,-14.82,0,0,18
3944,33,2006,-1.98,0,1,25
3945,33,1946,-17.68136024,0,1,17
3946,33,1948,1.296314597,1,1,26
3947,33,1950,5.566239357,1,0,28
3948,33,1952,-0.956635027,0,0,25
3949,33,1954,-9.019950032,0,1,21
3950,33,1956,8.430409431,1,1,30
3951,33,1958,33.74064863,1,1,42
3952,33,1960,15.08657932,1,1,33
3953,33,1962,43.29861403,1,1,47
3954,33,1964,26.58696175,1,1,39
3955,33,1966,35.26320159,1,1,43
3956,33,1968,44.28764582,1,1,48
3957,33,1972,-4.302290082,0,1,23
3958,33,1974,19.33903396,1,1,35
3959,33,1978,48.14420342,1,1,50
3960,30,1946,-19.49902773,0,0,16
3961,30,1948,-11.59027815,0,0,20
3962,30,1950,-15.03880024,0,0,18
3963,30,1952,-20.33179104,0,0,15
3964,30,1954,-0.369670276,0,0,25
3965,30,1956,-14.80351686,0,0,18
3966,30,1958,-17.40689874,0,0,17
3967,30,1960,-13.09140921,0,0,19
3968,30,1962,-6.264922023,0,1,22
3969,30,1964,2.699366212,1,0,27
3970,30,1966,-12.46269047,0,0,19
3971,30,1968,-26.73989534,0,0,12
3972,30,1974,4.266145825,1,1,28
3973,30,1976,37.69306242,1,1,44
3974,30,1978,25.11631846,1,1,38
3975,30,1980,21.5875417,1,1,36
3976,30,1984,-17.82902777,0,0,17
3977,30,1986,-12.70812452,0,0,19
3978,30,1988,-20.6276685,0,0,15
3979,30,1990,-10.48829854,0,0,20
3980,30,1994,-36.89301908,0,0,7
3981,30,1996,-3.423985839,0,0,24
3982,30,1998,-33.70206356,0,0,9
3983,30,2000,-7.96,0,0,22
3984,30,2004,-26.8,0,1,12
3985,30,2006,2.64,1,1,27
3986,30,1946,-29.71622944,0,0,11
3987,30,1948,-15.65099955,0,0,18
3988,30,1950,-28.9187789,0,0,11
3989,30,1952,-32.95414746,0,0,9
3990,30,1954,-20.8409816,0,0,15
3991,30,1956,-31.94397986,0,0,10
3992,30,1958,-17.10546911,0,0,17
3993,30,1960,-20.61065435,0,0,15
3994,30,1962,-14.95839059,0,0,18
3995,30,1964,-0.712107423,0,0,25
3996,30,1966,-33.62583518,0,0,9
3997,30,1968,-42.28549004,0,0,4
3998,30,1974,-28.46156061,0,0,11
3999,30,1976,-21.0668087,0,0,15
4000,30,1978,-36.25725508,0,0,7
4001,30,1980,-28.27787399,0,0,11
4002,30,1986,-48.44356477,0,0,1
4003,30,1988,-14.25739527,0,1,18
4004,30,1990,5.377539992,1,1,28
4005,30,1994,-5.494731665,0,0,23
4006,30,1996,-7.043081522,0,0,22
4007,30,1998,-8.384016156,0,0,21
4008,30,2000,-16.06,0,0,17
4009,30,2004,-20.82,0,1,15
4010,30,2006,7.22,1,1,29
4011,31,1946,-27.03025639,0,0,12
4012,31,1948,-7.246986032,0,0,22
4013,31,1950,-13.49087954,0,0,19
4014,31,1952,-10.32512486,0,0,20
4015,31,1954,-8.836340904,0,0,21
4016,31,1956,-16.81314409,0,0,17
4017,31,1958,-0.951390153,0,0,25
4018,31,1960,-15.35785496,0,0,18
4019,31,1962,-17.80771017,0,0,17
4020,31,1964,-12.50954568,0,0,19
4021,31,1968,-17.0753777,0,0,17
4022,31,1970,-22.78487682,0,0,14
4023,31,1974,19.00717616,1,1,35
4024,31,1976,41.18103087,1,1,46
4025,31,1988,40.3395474,1,1,46
4026,31,1990,11.60812378,1,1,31
4027,31,1994,44.53427792,1,1,48
4028,31,1946,-34.17927027,0,0,8
4029,31,1948,-24.18388128,0,0,13
4030,31,1950,-8.68755877,0,0,21
4031,31,1952,-26.78289413,0,0,12
4032,31,1954,-27.15515494,0,0,12
4033,31,1956,-35.82261801,0,0,8
4034,31,1958,-7.348304987,0,0,22
4035,31,1960,-13.33846152,0,0,19
4036,31,1962,-5.995166302,0,1,23
4037,31,1964,1.571455598,1,0,26
4038,31,1968,-10.8169198,0,0,20
4039,31,1970,-3.35880518,0,0,24
4040,31,1974,16.02913141,1,1,34
4041,31,1976,23.44166338,1,1,37
4042,31,1978,32.85188377,1,1,42
4043,31,1980,16.2763536,1,1,34
4044,31,1986,39.62052166,1,1,45
4045,31,1988,32.61693716,1,1,42
4046,31,1994,-29.24387455,0,0,11
4047,31,1996,-22.30946124,0,0,14
4048,31,1998,-35.10959744,0,0,8
4049,31,2000,-35.06,0,0,8
4050,31,2004,-33.12,0,0,9
4051,31,2006,-26.76,0,0,12
4052,31,1946,-31.49689734,0,0,10
4053,31,1948,-18.54231954,0,0,16
4054,31,1950,-25.40941536,0,0,13
4055,31,1952,-29.34716046,0,0,11
4056,31,1954,-15.11920691,0,0,18
4057,31,1956,-30.6417942,0,0,10
4058,31,1958,-12.14361489,0,0,19
4059,31,1960,-6.204590201,0,0,22
4060,31,1964,0.829100609,1,1,26
4061,31,1970,12.10065484,1,1,32
4062,31,1974,39.01537359,1,1,45
4063,31,1976,25.02210438,1,1,38
4064,31,1978,12.49974966,1,1,32
4065,31,1980,0.979655981,1,1,26
4066,31,1986,17.40179062,1,1,34
4067,31,1988,4.212084413,1,1,28
4068,31,1990,2.689966559,1,0,27
4069,31,1994,-35.16875803,0,0,8
4070,31,1996,-30.94977736,0,0,10
4071,31,1998,-26.87628567,0,0,12
4072,31,2000,-16.38,0,0,17
4073,31,2004,-29.34,0,0,11
4074,31,2006,-17.46,0,1,17
4075,31,1946,-5.234372616,0,1,23
4076,31,1948,23.01033437,1,1,37
4077,31,1950,4.320478439,1,1,28
4078,31,1952,9.467795491,1,1,30
4079,31,1954,16.72458649,1,1,34
4080,31,1956,9.069672227,1,1,30
4081,31,1958,25.98468065,1,1,38
4082,31,1960,20.64922452,1,1,36
4083,31,1962,27.85404027,1,1,39
4084,31,1964,35.23014486,1,1,43
4085,31,1968,6.909713874,1,1,29
4086,31,1970,16.95810556,1,1,34
4087,31,1974,33.65910053,1,1,42
4088,31,1976,34.2322737,1,1,43
4089,31,1978,24.18902516,1,0,38
4090,31,1980,-16.0037756,0,0,17
4091,31,1986,-22.83697724,0,0,14
4092,31,1988,-32.29421675,0,0,9
4093,31,1990,-28.53797078,0,0,11
4094,31,1994,-37.2640878,0,0,7
4095,31,1996,-29.91517186,0,0,11
4096,31,1998,-27.21675336,0,0,12
4097,31,2000,-28.62,0,0,11
4098,31,2004,-34.98,0,0,8
4099,31,2006,-32.86,0,0,9
4100,31,1946,-22.76505232,0,0,14
4101,31,1948,-16.10063612,0,0,17
4102,31,1950,-23.26849699,0,0,14
4103,31,1952,-24.42716062,0,0,13
4104,31,1954,-18.52616072,0,0,16
4105,31,1956,-29.10475135,0,0,11
4106,31,1958,-11.65295243,0,0,20
4107,31,1960,-17.3374325,0,0,17
4108,31,1964,-27.14641988,0,0,12
4109,31,1966,-43.68172288,0,0,4
4110,31,1968,-38.25492859,0,0,6
4111,31,1970,-34.60540175,0,0,8
4112,31,1974,-9.896698594,0,0,21
4113,31,1976,-35.51813364,0,0,8
4114,31,1978,-45.10792494,0,0,3
4115,31,1986,-49.13685322,0,0,1
4116,31,1996,-46.54016495,0,0,2
4117,31,1998,-30.46253622,0,0,10
4118,31,2000,-36.48,0,0,7
4119,31,2004,-16.68,0,0,17
4120,31,2006,-11.22,0,0,20
4121,31,1946,-31.71482384,0,0,10
4122,31,1948,-14.48746026,0,0,18
4123,31,1950,-24.44573939,0,0,13
4124,31,1952,-28.52449715,0,1,11
4125,31,1954,14.12619352,1,0,33
4126,31,1956,-2.091276646,0,0,24
4127,31,1958,-4.236990213,0,0,23
4128,31,1960,-16.33280516,0,0,17
4129,31,1962,-19.86943781,0,0,16
4130,31,1964,-19.48055029,0,0,16
4131,31,1968,-31.75015748,0,0,10
4132,31,1970,-9.567442536,0,0,21
4133,31,1974,-7.004627585,0,0,22
4134,31,1976,-19.06963885,0,0,16
4135,31,1978,-21.98078334,0,0,15
4136,31,1980,-15.03444314,0,1,18
4137,31,1986,40.06791413,1,1,46
4138,31,1988,23.04245234,1,1,37
4139,31,1990,4.352930188,1,1,28
4140,31,1994,22.82954454,1,1,37
4141,31,1996,25.17864108,1,1,38
4142,31,1998,16.7299211,1,1,34
4143,31,2000,38.82,1,1,45
4144,31,2004,36.92,1,1,44
4145,31,2006,38.74,1,1,45
4146,31,1946,-37.96550035,0,0,7
4147,31,1948,-12.93171942,0,0,19
4148,31,1950,-39.33631182,0,0,6
4149,31,1952,-36.64546013,0,0,7
4150,31,1954,-26.40275955,0,0,12
4151,31,1956,-41.32878482,0,0,5
4152,31,1958,-19.60567534,0,0,16
4153,31,1960,-27.67117321,0,0,12
4154,31,1964,-13.38529885,0,0,19
4155,31,1970,-17.15844572,0,0,17
4156,31,1974,5.246257782,1,1,28
4157,31,1976,13.09031248,1,1,32
4158,31,1978,5.911424756,1,0,28
4159,31,1980,-4.20960784,0,0,23
4160,31,1988,-49.2174238,0,0,1
4161,31,1994,-20.85109353,0,0,15
4162,31,1996,-13.55972886,0,0,19
4163,31,1998,-8.08891952,0,0,21
4164,31,2000,-6.18,0,0,22
4165,31,2004,-15.44,0,0,18
4166,31,2006,-1.52,0,0,25
4167,31,1946,-42.35174656,0,0,4
4168,31,1948,-0.118826826,0,0,25
4169,31,1950,-27.59470046,0,0,12
4170,31,1952,-27.62928903,0,0,12
4171,31,1954,-9.645912051,0,0,21
4172,31,1956,-22.0751822,0,0,14
4173,31,1958,-16.91035628,0,1,17
4174,31,1960,8.230414987,1,1,30
4175,31,1962,30.79937398,1,1,41
4176,31,1964,35.264498,1,1,43
4177,31,1968,23.16387892,1,1,37
4178,31,1970,21.97583616,1,1,36
4179,31,1974,49.31305051,1,1,50
4180,31,1976,41.54842198,1,1,46
4181,31,1978,48.912552,1,1,50
4182,31,1980,35.77190042,1,1,43
4183,31,1986,25.57553351,1,1,38
4184,31,1994,-1.296618581,0,1,25
4185,31,1996,3.237849474,1,1,27
4186,31,1998,26.63261294,1,1,39
4187,31,2000,37.74,1,1,44
4188,31,2004,41.56,1,1,46
4189,31,2006,42.84,1,1,47
4190,31,1946,-38.10722828,0,0,6
4191,31,1948,-24.49062765,0,0,13
4192,31,1950,-25.02114475,0,0,13
4193,31,1952,-32.86573887,0,0,9
4194,31,1954,-20.46548128,0,0,15
4195,31,1956,-35.91660559,0,0,8
4196,31,1958,-15.43395221,0,0,18
4197,31,1960,-16.45682156,0,0,17
4198,31,1962,-14.78957832,0,1,18
4199,31,1964,1.08923912,1,1,26
4200,31,1970,13.97678554,1,1,32
4201,31,1974,31.57059252,1,0,41
4202,31,1976,-8.762800694,0,0,21
4203,31,1978,-11.0485822,0,0,20
4204,31,1980,-20.76649964,0,1,15
4205,31,1986,38.04712594,1,1,45
4206,31,1988,34.82320905,1,1,43
4207,31,1990,15.83877504,1,1,33
4208,31,1994,26.47665739,1,1,39
4209,31,1996,13.57843876,1,1,32
4210,31,1998,30.76014817,1,1,41
4211,31,2000,38.76,1,1,45
4212,31,2004,36.1,1,1,44
4213,31,2006,44.28,1,1,48
4214,31,1946,-6.738957763,0,1,22
4215,31,1948,4.986777902,1,1,28
4216,31,1950,22.02937901,1,1,37
4217,31,1952,15.10013044,1,1,33
4218,31,1954,26.745224,1,1,39
4219,31,1956,12.23715544,1,1,32
4220,31,1958,29.09029126,1,1,40
4221,31,1960,32.00827241,1,1,42
4222,31,1964,48.97577167,1,1,50
4223,31,1968,29.44145501,1,1,40
4224,31,1970,39.95840847,1,1,45
4225,31,1946,-22.94632196,0,1,14
4226,31,1948,1.562783122,1,1,26
4227,31,1950,4.083386064,1,1,28
4228,31,1952,5.976957083,1,1,28
4229,31,1954,15.01204371,1,1,33
4230,31,1956,4.913413525,1,1,28
4231,31,1958,18.68242025,1,1,35
4232,31,1960,25.15563071,1,1,38
4233,31,1964,39.27018344,1,1,45
4234,31,1970,36.91122532,1,1,44
4235,31,1974,39.8285687,1,1,45
4236,31,1976,36.4916563,1,1,44
4237,31,1978,42.06304848,1,1,47
4238,31,1980,28.70985866,1,1,40
4239,31,1986,-36.0388726,0,0,7
4240,31,1988,-40.96168578,0,0,5
4241,31,1990,-32.34599829,0,0,9
4242,31,1994,-43.24368238,0,0,4
4243,31,1996,-35.40904224,0,0,8
4244,31,1998,-38.09466064,0,0,6
4245,31,2000,-39.38,0,0,6
4246,31,2004,-37.28,0,0,7
4247,31,2006,-25.78,0,0,13
4248,31,1946,-28.90792489,0,0,11
4249,31,1948,-3.639674187,0,0,24
4250,31,1950,-8.435612917,0,0,21
4251,31,1952,-9.615147114,0,0,21
4252,31,1954,-6.133762002,0,0,22
4253,31,1956,-20.99067271,0,0,15
4254,31,1958,-7.370465994,0,0,22
4255,31,1960,-2.497538924,0,0,24
4256,31,1964,6.409567595,1,0,29
4257,31,1970,-32.39739835,0,0,9
4258,31,1974,-32.61132852,0,0,9
4259,31,1976,-46.87263072,0,0,2
4260,31,1978,-46.74371481,0,0,2
4261,31,1986,-26.97136402,0,0,12
4262,31,1988,-39.37680125,0,0,6
4263,31,1990,-32.95080662,0,0,9
4264,31,1994,-37.96505332,0,0,7
4265,31,1996,-3.795021772,0,1,24
4266,31,1998,2.874708176,1,1,27
4267,31,2000,0.22,1,1,26
4268,31,2004,19.76,1,1,35
4269,31,2006,31.4,1,1,41
4270,31,1946,30.7787925,1,1,41
4271,31,1948,36.10690534,1,1,44
4272,31,1950,10.53233147,1,1,31
4273,31,1952,13.90716732,1,1,32
4274,31,1954,33.83542299,1,1,42
4275,31,1956,0.046736002,1,1,26
4276,31,1958,41.23422503,1,1,46
4277,31,1960,36.60896122,1,1,44
4278,31,1968,20.6998378,1,1,36
